TAZ,longitude_center,latitude_center,TAZ12_TEXT,ACRES,DU16,DU45,POP16,POP45,GQPOP16,GQPOP45,RPOP16,RPOP45,SFD16,SFD45,MFD16,MFD45,TOCDU16,TOCDU45,OCSDU16,OCSDU45,OCMDU16,OCMDU45,SEN16,SEN45,UEN16,UEN45,REM16,REM45,EMP2016,RE2016,SE2016,OTH2016,PSCH2016,EMP2045,RE2045,SE2045,OTH2045,PSCH2045,Total Daily Trips Through TAZ 2016,Total Daily Trips Through TAZ 2045,Trip Difference,TAZ Origin,Max_Time Difference Peak,Min_Time Difference Peak,Sum_Time Difference Peak,Max_Time Difference Uncongested,Min_Time Difference Uncongested,Sum_Time Difference Uncongested,Max_Difference - Driving Distance,Min_Difference - Driving Distance,Sum_Difference - Driving Distance,Max_Trip Difference,Min_Trip Difference,Sum_Trip Difference
673,-117.98388658,33.75353399,0673,47.83922,166,176,730,765,0,0,730,765,158,158,8,18,159,170,151,152,8,18,0,0,0,0,331,350,29,0,8,21,0,31,1,9,21,0,1584.3,1636.1,51.8,673,13.180845,-9.147614,2195.871612,3.022167,-6.393105,-157.122617,7.547137,-6.016133,52.8305020000002,4.014749,-0.95587,25.738926
1064,-117.92554563,33.68359951,1064,204.760709,888,934,2534,2706,0,0,2534,2706,490,490,398,444,852,899,474,474,378,425,289,274,0,0,1302,1407,845,228,304,299,14,875,228,333,300,14,12598.2,12649.4,51.1999999999989,1064,6.692122,-13.77414,-3752.86655199999,3.022181,-6.393097,-95.7534560000002,6.819292,-6.016129,-31.188831,54.13232,-21.67607,28.070012
454,-117.79774825,33.80507402,0454,187.079818,375,375,1093,1108,13,13,1080,1095,375,375,0,0,366,368,366,368,0,0,477,451,0,0,559,575,233,0,88,120,25,257,0,101,128,28,3906.2,3957,50.8000000000002,454,6.746306,-14.372719,-3513.234312,3.022171,-6.393101,-117.820973,1.776964,-6.016133,-85.858843,17.235743,-18.281108,23.029666
1004,-117.98319633,33.6481335,1004,91.244758,554,556,1072,1092,3,3,1069,1089,0,1,554,555,461,469,0,1,461,468,0,0,0,0,589,608,122,5,49,68,0,142,6,66,70,0,3523.4,3573.8,50.4000000000001,1004,4.607842,-14.479995,-3731.743622,2.074364,-7.34090800000001,-1122.78170100001,9.207983,-7.08641,-906.572278000007,37.76221,-32.218158,25.3654899999999
1433,-117.84065751,33.58027291,1433,169.99115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,0,0,138,1,85,52,0,777.3,827.6,50.3000000000001,1433,5.29242,-17.737239,-3278.843282,2.09634,-7.404599,-150.04018,4.975732,-5.13576,-71.372426,5.018446,-2.137063,26.72744
290,-117.88520345,33.8503028,0290,132.267261,739,764,3171,3320,5,5,3166,3315,285,285,454,479,715,746,282,282,433,464,151,150,0,0,1477,1566,350,39,215,96,0,362,42,221,99,0,8547.2,8597.4,50.1999999999989,290,10.48412,-9.806781,2118.156995,3.022167,-6.393104,-68.2963450000001,2.25106,-6.016129,-2.28614999999998,78.321896,-26.318938,16.9097360000001
1664,-117.70761477,33.49624522,1664,306.759238,1023,1023,2389,2423,0,0,2389,2423,615,615,408,408,959,965,591,592,368,373,1309,1270,0,0,1168,1199,430,19,207,176,28,468,19,245,176,28,9470.5,9520.4,49.8999999999996,1664,18.599121,-9.12526699999999,11013.875763,2.035254,-8.168045,-1210.376042,7.948793,-8.2414,-81.1117509999987,18.371068,-23.098111,14.5011769999999
446,-117.77658562,33.80847707,0446,348.853427,337,337,983,996,2,2,981,994,336,335,1,2,325,328,324,326,1,2,0,0,0,0,575,591,85,0,12,73,0,102,0,25,77,0,2846.1,2895.5,49.4000000000001,446,4.131115,-14.335472,-4297.481335,3.022168,-6.797981,-195.553118000001,2.612001,-6.699606,-99.565059,14.335611,-20.950284,25.7781250000001
595,-117.92793275,33.77796882,0595,159.51328,850,850,3266,3311,6,6,3260,3305,333,333,517,517,807,815,323,323,484,492,0,0,0,0,1243,1276,173,0,29,144,0,175,0,29,146,0,6793.3,6842.7,49.3999999999996,595,8.207148,-10.487705,-811.777073999999,2.853123,-6.562153,-275.261634999998,6.520669,-6.015881,46.5958640000005,49.909965,-16.42546,19.3484030000001
562,-117.97046331,33.79465544,0562,90.500158,290,290,958,970,14,14,944,956,231,231,59,59,273,274,220,221,53,53,0,0,0,0,470,481,112,0,19,93,0,124,0,31,93,0,2411.8,2460.9,49.0999999999999,562,10.261003,-9.200138,544.285468000001,2.89357,-6.521702,-249.968053000002,3.89695,-6.015873,-64.8559249999993,23.939,-9.54519499999999,24.75636
621,-117.94622876,33.75415292,0621,200.383487,660,685,3105,3270,0,0,3105,3270,515,540,145,145,646,674,513,538,133,136,0,0,0,0,1548,1651,1917,139,786,992,0,1991,139,853,999,0,15691.8,15740.8,49,621,8.851022,-9.30388600000001,-645.017019000001,2.85311900000001,-6.562153,-236.633506999998,7.061186,-6.015877,121.035154999998,52.499111,-24.97689,12.7440139999999
852,-117.7687598,33.74431596,0852,113.033259,251,251,761,772,0,0,761,772,104,104,147,147,250,251,104,104,146,147,0,0,0,0,377,388,212,0,30,182,0,224,0,41,183,0,2633.8,2682,48.1999999999998,852,4.630418,-11.294333,-3242.431043,3.022179,-6.797974,-280.435424,2.612002,-7.119752,-271.062447,14.774822,-5.804469,23.980108
1635,-117.70077461,33.55113956,1635,89.158445,233,233,721,731,0,0,721,731,233,233,0,0,232,232,232,232,0,0,78,77,0,0,359,368,159,3,106,50,0,170,3,117,50,0,3048.5,3096.7,48.1999999999998,1635,14.246355,-9.679482,8431.46117399997,5.514262,-7.844113,-249.754369000004,5.024331,-5.620617,-48.732684,5.494748,-4.389958,23.554358
640,-118.08778959,33.76523935,0640,326.094918,3656,3656,4174,4194,2,2,4172,4192,0,0,3656,3656,3134,3168,0,0,3134,3168,0,0,0,0,733,747,855,86,348,421,0,939,90,427,422,0,7851.3,7899.1,47.8000000000002,640,17.149584,-7.129525,7421.018199,3.022171,-6.393101,-134.739732,3.274098,-6.016128,-20.02028,68.272167,-29.082686,-5.97979600000001
75,-117.9486066,33.90050745,0075,431.767871,500,500,1472,1492,7,7,1465,1485,443,443,57,57,483,483,430,430,53,53,0,0,0,0,673,690,267,3,147,117,0,283,7,158,118,0,4065.2,4112.3,47.1000000000004,75,13.634922,-5.44442799999999,5318.892821,3.022167,-6.393097,-79.3295870000001,6.713567,-8.338221,-21.658769,11.922327,-12.412609,17.445362
1122,-117.80352229,33.73014927,1122,109.764189,806,806,2179,2210,0,0,2179,2210,202,202,604,604,781,788,201,200,580,588,7,7,0,0,929,954,105,9,31,65,0,126,15,43,68,0,5652,5698.3,46.3000000000002,1122,4.091124,-12.215704,-3720.365823,3.022181,-6.393091,-251.415127000001,3.464545,-6.016133,-117.060561,42.360575,-29.884204,19.838838
1659,-117.68266077,33.50775637,1659,114.835722,398,398,1082,1097,0,0,1082,1097,254,254,144,144,387,389,250,251,137,138,0,0,0,0,489,503,59,0,26,33,0,72,0,39,33,0,3191.3,3237.6,46.2999999999997,1659,17.299404,-8.51137600000001,11788.372229,1.20166,-8.087631,-1307.89686100002,7.178304,-5.689434,-182.890913999998,9.498295,-14.840485,23.479511
260,-117.86312308,33.86674041,0260,105.310845,745,745,1821,1846,0,0,1821,1846,350,350,395,395,734,739,350,350,384,389,0,0,0,0,837,860,120,14,33,73,0,126,14,36,76,0,4750.9,4797,46.1000000000004,260,8.832111,-10.955017,1039.759257,3.022167,-6.393105,-65.1513530000001,3.09738,-6.016125,3.549224,107.478194,-23.300892,20.372078
455,-117.81515719,33.80692051,0455,267.683047,498,506,1524,1559,36,36,1488,1523,498,506,0,0,486,495,486,495,0,0,623,586,0,0,585,608,242,11,62,141,28,263,11,79,145,28,4737.9,4783.9,46,455,7.012371,-13.99532,-2744.314691,3.006622,-6.408653,-115.961307,1.776964,-6.016137,-38.379243,27.60654,-12.594398,22.792187
517,-118.05008294,33.81285152,0517,112.674098,464,464,1481,1501,0,0,1481,1501,464,464,0,0,458,459,458,459,0,0,466,466,0,0,761,782,251,4,117,130,0,268,5,128,135,0,3797,3843,46,517,15.49963,-8.708122,4512.468765,3.008449,-6.406814,-162.474874000001,3.891774,-5.991257,-375.019719999995,6.541345,-29.862715,20.832465
835,-117.78626532,33.76759251,0835,376.53087,720,723,2019,2056,10,10,2009,2046,720,722,0,1,702,708,702,707,0,1,640,605,0,0,865,890,575,0,159,393,23,605,0,182,400,23,7529.4,7574.7,45.3000000000002,835,5.145436,-14.418617,-4416.07673799999,2.983349,-6.431927,-183.929674000001,4.91273,-6.184305,-457.748185000001,15.098442,-20.391162,16.935718
1695,-117.72871409,33.48589443,1695,89.743475,203,211,392,413,0,0,392,413,203,204,0,7,162,170,162,165,0,5,0,0,0,0,183,194,91,0,6,85,0,93,1,7,85,0,1309.2,1354.5,45.3,1695,21.38192,-8.891426,18519.603526,2.096344,-8.163834,-156.739749,5.399202,-6.961235,-83.11114,2.862231,-2.336469,22.353985
902,-118.03699448,33.72456544,0902,83.831269,435,438,1014,1036,7,7,1007,1029,263,265,172,173,423,428,258,261,165,167,0,0,0,0,454,469,161,0,67,94,0,169,5,67,97,0,2930.3,2975.5,45.1999999999998,902,11.874735,-8.159218,809.218065,3.022171,-6.3931,-133.158821,9.29994,-6.016125,31.0367750000002,4.898794,-4.32655600000001,21.0984959999999
1199,-117.82134754,33.68082514,1199,228.732011,1447,1447,4105,4161,0,0,4105,4161,893,893,554,554,1394,1403,867,871,527,532,1596,1560,0,0,2087,2142,604,23,329,214,38,660,29,358,235,38,14420.2,14465.3,45.0999999999985,1199,4.622895,-15.972515,-4973.04403300001,3.022179,-6.393091,-149.798709,2.348157,-6.016134,-81.1618690000001,31.088069,-47.635588,20.267791
1581,-117.62591894,33.57710632,1581,515.830782,699,699,2133,2163,0,0,2133,2163,545,545,154,154,688,692,536,539,152,153,0,0,0,0,1008,1031,251,4,108,139,0,272,10,119,143,0,6981.7,7026.4,44.6999999999998,1581,18.515028,-12.21882,14323.954877,3.478164,-12.550903,-211.331789,3.964968,-6.548722,-45.069868,62.761088,-27.110366,12.6073439999999
1662,-117.69677482,33.50926012,1662,316.271251,211,211,491,498,0,0,491,498,106,106,105,105,197,199,102,102,95,97,0,0,0,0,229,235,53,0,31,22,0,63,0,41,22,0,1710.1,1754,43.9000000000001,1662,17.479054,-8.91008,11602.061929,1.942457,-8.168046,-1295.38577999999,7.516367,-5.689432,-44.6822139999992,4.493172,-5.23441699999999,22.025589
280,-117.97149834,33.84963915,0280,147.199519,1,1,2,2,0,0,2,2,0,0,1,1,1,1,0,0,1,1,0,0,511,511,1,1,1500,131,765,604,0,1585,162,792,631,0,7752.4,7796.2,43.8000000000002,280,15.247505,-6.93835,5471.911823,3.022167,-6.39310500000001,-58.1145730000001,9.284007,-6.016133,23.698536,28.25401,-9.19622299999997,19.0719660000001
159,-117.85623118,33.86972391,0159,96.11055,626,630,2104,2146,0,0,2104,2146,222,224,404,406,589,594,214,213,375,381,0,0,0,0,1102,1138,63,0,30,33,0,81,0,47,34,0,5067.4,5110.4,43,159,9.348263,-11.268326,1304.350152,3.022167,-6.393105,-67.064974,1.849918,-6.016132,-12.688472,127.016451,-24.333948,21.467002
1040,-117.95005624,33.69772616,1040,153.884057,939,956,2557,2631,0,0,2557,2631,246,252,693,704,919,945,246,252,673,693,0,0,0,0,1236,1290,899,70,669,160,0,949,95,686,168,0,12843.5,12886.4,42.8999999999996,1040,9.223106,-11.24316,-838.421719,3.022179,-6.393097,-104.555086,9.075212,-6.360633,-53.60065,46.726073,-8.629866,17.9174350000001
1680,-117.6341192,33.49719918,1680,754.478502,619,636,1866,1941,8,8,1858,1933,619,633,0,3,604,635,604,632,0,3,0,0,0,0,769,809,306,0,99,187,20,306,0,99,187,20,6211.8,6254.7,42.8999999999996,1680,18.292137,-12.28134,14863.461404,0.197022000000004,-8.201963,-479.875899999998,3.879158,-7.503676,-284.186244,72.609004,-68.098666,-13.1274630000001
1482,-117.72086479,33.56374242,1482,276.987032,1669,1669,3472,3520,0,0,3472,3520,117,117,1552,1552,1600,1618,116,116,1484,1502,3492,3314,0,0,2055,2110,820,83,311,284,142,858,98,333,285,142,15604.1,15646.8,42.6999999999989,1482,14.609371,-9.15432,9058.417534,2.907348,-7.88308,-144.935447,2.714934,-5.620619,-40.400507,70.6216029999999,-38.617927,7.18760800000005
702,-117.84764147,33.77448605,0702,68.949253,348,348,781,792,0,0,781,792,114,114,234,234,325,332,110,114,215,218,584,550,0,0,376,385,183,33,36,76,38,196,33,49,76,38,2966.6,3009.1,42.5,702,5.800979,-11.171738,-3111.31863900001,3.022179,-6.393097,-80.494359,3.046656,-6.016136,-11.158337,14.421106,-10.92794,22.389823
1429,-117.84086494,33.59181126,1429,323.52039,148,155,431,458,0,0,431,458,148,155,0,0,127,132,127,132,0,0,0,0,0,0,147,159,19,0,0,19,0,23,0,1,22,0,1124.9,1167.3,42.3999999999999,1429,3.24346,-18.795742,-4927.64142599999,3.022175,-7.404602,-147.507754,4.975735,-4.835676,-72.264673,3.381403,-2.848953,21.205315
768,-117.91039295,33.73114959,0768,153.012717,561,587,3094,3203,28,28,3066,3175,491,491,70,96,529,557,464,467,65,90,992,927,0,0,1567,1614,264,5,118,94,47,269,5,121,96,47,8050,8092.1,42.1000000000004,768,7.997814,-10.623809,-2213.066498,3.022175,-6.393101,-105.442008999999,3.426388,-6.016132,150.709054000001,21.970659,-7.19861299999999,18.571037
1302,-117.63275575,33.69298154,1302,175.435787,89,89,311,316,0,0,311,316,89,89,0,0,89,89,89,89,0,0,0,0,0,0,133,137,15,0,0,15,0,21,1,5,15,0,849.2,891.2,42,1302,11.280094,-14.935727,-4334.211349,2.503468,-10.094764,-218.289491,2.210217,-7.984467,-169.915474,8.424373,-9.95759,21.3634
1646,-117.70366899,33.5352373,1646,113.650124,362,362,1006,1020,0,0,1006,1020,294,294,68,68,356,358,289,290,67,68,0,0,0,0,657,677,209,0,81,128,0,220,0,92,128,0,3881.2,3922.8,41.6000000000004,1646,14.105192,-9.38619300000001,8706.83846900001,5.514264,-7.415291,-136.10483,5.024329,-5.620617,-40.679246,5.64182,-5.123331,20.277875
790,-117.89311772,33.71930962,0790,100.607455,456,456,2493,2527,21,21,2472,2506,456,456,0,0,446,446,446,446,0,0,0,0,0,0,1379,1415,143,0,14,129,0,150,0,21,129,0,5743.5,5784.5,41,790,6.801359,-11.780201,-3875.540048,3.022175,-6.393101,-54.8316999999999,2.554935,-6.016133,-49.2856220000001,14.355906,-12.576691,20.5287039999999
421,-117.8650107,33.8236989,0421,272.53094,207,207,591,599,0,0,591,599,151,151,56,56,205,205,149,149,56,56,0,0,0,0,401,412,3165,97,538,2530,0,3298,100,581,2617,0,10815.1,10855.5,40.3999999999996,421,6.50618800000001,-12.579715,-2498.458635,3.022175,-6.39310099999999,-95.2982549999999,2.251062,-6.016136,-19.066861,163.422627,-39.827023,12.731357
1495,-117.63999641,33.64528454,1495,226.452011,1499,1499,3688,3739,0,0,3688,3739,557,557,942,942,1451,1463,548,548,903,915,0,0,0,0,2143,2200,116,4,22,90,0,117,4,22,91,0,11022.2,11062.5,40.2999999999993,1495,13.766483,-10.913465,5807.562469,2.503466,-10.094764,-149.558468,2.210221,-7.67174,-169.001327,68.553491,-52.629452,14.0797119999999
1014,-117.99942552,33.68172739,1014,54.273048,481,515,827,893,0,0,827,893,13,13,468,502,465,504,13,13,452,491,39,39,0,0,407,443,590,5,326,259,0,614,6,343,265,0,5252.6,5292.6,40,1014,8.153767,-12.312492,-1752.269268,3.022167,-6.393105,-168.519774,7.636882,-6.016136,0.441183000000098,7.18029899999999,-4.038678,20.018282
371,-117.97173332,33.81398327,0371,152.463047,761,761,2452,2487,11,11,2441,2476,173,173,588,588,711,721,165,165,546,556,2634,2458,0,0,1006,1034,402,56,86,130,130,429,68,95,136,130,6906.8,6946.7,39.8999999999996,371,11.035492,-8.565094,2175.57933,3.022167,-6.393101,-95.1630789999998,3.891774,-7.939034,-37.064259,22.118819,-22.197679,16.345839
561,-117.98149914,33.79531702,0561,111.058089,487,487,1992,2019,13,13,1979,2006,343,343,144,144,470,471,333,333,137,138,0,0,0,0,908,932,63,4,28,31,0,69,4,28,37,0,4253.8,4293.5,39.6999999999998,561,12.249056,-9.22586399999999,1020.8521,2.821586,-6.593682,-280.983792999996,3.891776,-6.015873,-196.581418000005,17.264544,-6.037087,17.018447
957,-117.99558568,33.68288964,0957,93.801395,841,844,1839,1871,0,0,1839,1871,38,39,803,805,809,821,38,39,771,782,60,60,0,0,1072,1106,243,0,57,186,0,279,3,69,207,0,5520.2,5559.3,39.1000000000004,957,8.428892,-12.037365,-1224.484506,3.022167,-6.393104,-171.287694,7.636883,-6.016132,-2.128553,5.87838,-4.571012,20.523279
294,-117.87838371,33.84447556,0294,137.510766,716,716,2381,2415,0,0,2381,2415,147,147,569,569,665,675,143,143,522,532,858,800,0,0,1442,1482,406,7,147,213,39,430,13,153,225,39,7268.7,7307.7,39,294,10.532294,-9.691551,1943.849618,3.022171,-6.393101,-81.0810180000001,2.251064,-6.016132,-4.54847600000002,85.689449,-17.219101,15.397222
1569,-117.59110836,33.60796777,1569,382.308164,68,69,226,232,0,0,226,232,68,69,0,0,67,68,67,68,0,0,0,0,0,0,96,99,41,0,17,24,0,46,0,22,24,0,797.1,835.9,38.8,1569,16.901882,-15.688626,8727.40994200003,0.284424000000001,-14.381256,-475.326148000001,6.634358,-7.872409,-380.607264,4.52386899999999,-1.841625,19.534051
884,-118.0372543,33.73350731,0884,166.978578,310,313,867,884,0,0,867,884,310,310,0,3,308,311,308,308,0,3,221,219,0,0,508,524,1808,86,340,1382,0,1868,91,367,1410,0,7523.7,7562.2,38.5,884,13.218541,-9.15367899999999,1899.208588,3.022167,-6.393104,-139.246459,9.29994,-6.016124,28.7224290000001,5.76992,-7.58062000000001,16.2717820000001
993,-117.99088541,33.66021544,0993,76.572832,604,606,975,991,0,0,975,991,14,14,590,592,544,553,13,13,531,540,0,0,0,0,542,559,116,0,9,107,0,127,4,16,107,0,2906.6,2944.8,38.2000000000003,993,5.739725,-13.490741,-2255.742538,3.022171,-6.393101,-179.581325,8.883671,-6.016132,-22.097685,23.082298,-11.24168,19.1368609999999
877,-117.58485643,33.67165667,0877,369.471058,142,147,369,385,31,31,338,354,142,143,0,4,127,134,127,131,0,3,0,0,0,0,213,225,33,0,0,33,0,42,0,0,42,0,1075.1,1111.8,36.7,877,12.970295,-14.513809,-1984.700965,2.503465,-10.094769,-159.962346,2.210217,-5.563453,-109.171567,9.765975,-7.715497,18.073525
493,-117.80747646,33.77902209,0493,123.618114,338,346,1017,1050,19,19,998,1031,338,338,0,8,333,341,333,333,0,8,467,442,0,0,500,523,310,0,145,143,22,334,0,160,151,23,4154.7,4190.9,36.1999999999998,493,5.6479,-14.545124,-4089.328822,2.874897,-6.54037899999999,-234.874108000001,1.650991,-7.339851,-663.471985999996,10.289156,-13.61315,15.647736
745,-117.93546758,33.74253529,0745,54.888208,368,368,1444,1464,0,0,1444,1464,35,35,333,333,360,365,34,35,326,330,0,0,0,0,748,769,141,0,5,136,0,150,0,14,136,0,3447,3482.8,35.8000000000002,745,9.079434,-10.228375,-1306.801844,3.022167,-6.39310500000001,-148.421501999999,7.061188,-6.016132,146.884519999999,8.029996,-4.904191,18.4009919999999
1557,-117.56527608,33.6309238,1557,997.533101,1236,1251,3986,4076,0,0,3986,4076,1236,1236,0,15,1213,1232,1213,1218,0,14,0,0,0,0,2006,2078,355,30,111,214,0,422,30,127,265,0,12724.4,12759.1,34.7000000000007,1557,13.534123,-12.251125,2686.050534,2.503468,-10.094763,-149.031731,2.21022,-5.221696,-102.196107,39.744263,-51.19816,-6.79858000000009
1091,-117.89706525,33.64865642,1091,79.718074,362,369,879,910,0,0,879,910,278,283,84,86,356,366,275,281,81,85,0,0,0,0,449,471,104,3,14,87,0,112,3,21,88,0,2762.1,2796.5,34.4000000000001,1091,3.225078,-13.877785,-5206.48556299999,3.022179,-6.393097,-111.92527,3.488395,-6.016133,-51.7077649999999,4.62167299999999,-3.662823,17.468139
210,-117.98271517,33.88120371,0210,416.386173,1110,1121,3493,3536,43,43,3450,3493,797,797,313,324,1078,1096,777,779,301,317,696,655,0,0,1935,1983,892,11,348,502,31,931,22,373,505,31,9007,9041.1,34.1000000000004,210,15.544087,-5.434716,7254.946051,3.018661,-6.396603,-62.4059510000003,8.374334,-6.01788699999999,36.1827849999995,24.522068,-41.137693,15.401329
557,-117.9631631,33.79945411,0557,161.91781,687,686,2612,2648,109,114,2503,2534,391,390,296,296,657,660,384,383,273,277,529,493,0,0,919,944,374,11,192,145,26,415,20,192,177,26,6560.2,6593.6,33.4000000000005,557,10.078844,-9.635067,781.928361999999,2.630234,-6.785038,-407.853933999996,3.891774,-6.016132,-153.045708,28.262885,-17.940522,6.87605699999999
989,-117.98404091,33.66131586,0989,155.587828,639,641,1850,1880,17,17,1833,1863,633,633,6,8,625,627,619,619,6,8,705,667,0,0,748,770,254,10,147,70,27,282,10,172,73,27,5978.9,6012.1,33.2000000000007,989,5.607395,-13.623073,-2884.361713,2.986347,-6.428925,-288.866965000002,8.013025,-6.016132,-58.028593,28.556248,-16.672893,13.6480749999999
1083,-117.89670173,33.65787106,1083,169.869163,1418,1435,3007,3087,24,24,2983,3063,583,600,835,835,1348,1375,567,583,781,792,0,0,0,0,1716,1784,775,59,442,274,0,828,67,481,280,0,12840.4,12873,32.6000000000004,1083,3.75894,-13.311977,-3976.578838,3.022179,-6.393093,-111.224138,3.488394,-6.01613,-15.692398,17.848137,-40.1966100000001,-3.95019600000005
1013,-117.96765254,33.63608688,1013,36.860183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6642.7,6675.3,32.6000000000004,1013,5.48031,-13.172149,-2678.377205,2.916515,-6.498757,-216.092539999998,9.393573,-7.450084,-295.445415000002,62.24182,-72.8045540000001,-20.0991620000001
531,-118.03435661,33.78958432,0531,296.965034,1541,1549,4587,4668,3,3,4584,4665,1161,1161,380,388,1507,1518,1142,1142,365,376,88,87,0,0,2218,2286,755,166,233,356,0,775,170,241,364,0,13643.6,13676.1,32.5,531,15.470342,-8.766738,4420.08712100001,3.022167,-6.393101,-154.089534,7.229606,-6.016121,-20.140922,39.959838,-38.236089,-3.74368000000011
396,-117.96321616,33.80495529,0396,81.923865,304,305,1526,1551,12,12,1514,1539,296,297,8,8,294,296,286,288,8,8,24,24,0,0,728,749,106,6,60,40,0,116,9,63,44,0,3547.7,3580,32.3000000000002,396,10.051576,-9.005368,1590.746906,2.607388,-6.807884,-502.809819999999,5.294719,-7.845693,90.7164829999997,17.281089,-16.489365,14.0433039999999
496,-117.83693141,33.77540033,0496,143.723524,295,295,989,1004,0,0,989,1004,189,189,106,106,287,290,186,187,101,103,0,0,0,0,419,431,310,77,114,119,0,354,78,130,146,0,4306.6,4338.5,31.8999999999996,496,6.011826,-10.960895,-3094.83015700001,3.022178,-6.393097,-83.5770139999999,1.776964,-6.016128,-27.401179,17.274185,-8.29697900000001,15.473321
1016,-117.9459619,33.72341439,1016,634.361256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,354,80,0,464,4,379,81,0,3079,3110.6,31.5999999999999,1016,7.85577,-9.595951,-1919.094323,3.022175,-6.393101,-137.339114,7.061184,-6.016132,71.1522740000001,3.038499,-1.18985,15.780954
6,-117.9199168,33.94293391,0006,168.538801,457,465,1403,1441,23,23,1380,1418,457,457,0,8,446,454,446,446,0,8,434,406,0,0,666,695,191,0,97,76,18,204,0,110,76,18,3740.7,3771.9,31.2000000000003,6,13.157406,-8.343636,5076.62035599999,3.022167,-6.393096,-93.6055180000003,5.615735,-6.541099,-193.854022,18.359948,-15.053924,12.8702869999999
1469,-117.70887061,33.58998611,1469,70.606684,428,428,1022,1036,0,0,1022,1036,0,0,428,428,406,410,0,0,406,410,0,0,0,0,597,613,183,0,35,148,0,194,0,46,148,0,3527.5,3558.4,30.9000000000001,1469,13.290071,-10.602687,7030.79338399999,2.950995,-7.47279,-141.311494,2.210215,-6.88209,-77.938126,6.042742,-5.79477199999999,15.067105
203,-118.04999943,33.84841147,0203,92.891973,465,465,1461,1468,6,6,1455,1462,373,373,92,92,460,463,373,373,87,90,505,482,0,0,666,679,352,7,255,63,27,394,17,260,90,27,3628.4,3659.3,30.9000000000001,203,14.613018,-6.255036,5843.694844,3.022167,-6.393097,-59.440397,3.891774,-6.016132,-19.49338,10.628701,-21.565706,10.134735
1350,-117.68791915,33.62743309,1350,24.21154,170,170,728,738,8,8,720,730,26,26,144,144,166,168,26,26,140,142,0,0,0,0,411,421,108,0,38,70,0,113,4,39,70,0,2173.8,2204.7,30.8999999999996,1350,12.26882,-10.793604,5204.46416200001,2.755638,-6.659626,-98.1691499999999,2.210214,-6.980559,-18.856911,4.055287,-5.700036,14.371601
1273,-117.82094665,33.63436251,1273,264.560354,916,916,2666,2703,24,24,2642,2679,766,766,150,150,897,901,751,754,146,147,0,0,0,0,987,1014,320,6,74,240,0,348,9,84,255,0,7713.9,7744.5,30.6000000000004,1273,3.984461,-18.602119,-5354.18079799999,3.022179,-7.404602,-155.038607,2.311685,-6.016132,-66.892023,24.981118,-21.049072,12.787444
250,-118.01527997,33.82265688,0250,79.960188,525,542,1577,1638,0,0,1577,1638,204,204,321,338,489,509,189,189,300,320,531,502,0,0,734,774,211,3,97,87,24,214,3,100,87,24,3928.4,3959,30.5999999999999,250,13.586258,-8.57698000000001,3109.199352,2.52312000000001,-6.892143,-532.832446000005,3.891775,-7.372879,-1056.98727500001,7.815356,-16.496628,13.0995859999999
514,-118.02393744,33.82076934,0514,165.209619,1009,1009,3076,3118,0,0,3076,3118,588,588,421,421,967,973,568,570,399,403,0,0,0,0,1412,1450,513,258,122,133,0,580,262,170,148,0,10006.7,10037.3,30.5999999999985,514,14.372807,-8.747581,3472.525838,3.022167,-6.393096,-162.863156,3.891775,-6.570117,-85.2971639999998,23.66012,-47.705266,9.59206699999996
951,-117.98444071,33.69035271,0951,157.101797,1557,1559,3281,3330,0,0,3281,3330,389,389,1168,1170,1498,1518,385,385,1113,1133,0,0,0,0,1743,1798,638,91,306,241,0,690,102,336,252,0,12234.1,12264.5,30.3999999999996,951,9.039427,-11.426831,-984.007863000001,3.022175,-6.39310099999999,-216.138159000001,5.945114,-6.016132,-4.51616999999988,10.669569,-8.659804,13.695747
522,-118.01505831,33.80814568,0522,82.201125,399,404,1275,1305,0,0,1275,1305,399,399,0,5,390,396,390,391,0,5,0,0,0,0,620,641,69,3,26,40,0,75,4,27,44,0,2980.1,3010.1,30,522,13.70479,-8.45844200000001,3052.110079,2.873642,-6.541622,-399.635525000003,3.891774,-6.015873,113.017235,8.974913,-14.058677,13.190123
1472,-117.68624699,33.58207543,1472,606.719634,830,833,2618,2679,7,7,2611,2672,830,832,0,1,805,811,805,810,0,1,0,0,0,0,1221,1267,315,3,123,189,0,316,3,123,190,0,8455.6,8485.2,29.6000000000004,1472,15.247791,-10.023087,9649.34653300001,2.503465,-7.197124,-134.495468,3.207047,-6.023308,-35.176353,35.920089,-32.725525,3.18686000000011
777,-117.86589911,33.73034593,0777,59.256289,270,272,1599,1625,0,0,1599,1625,222,222,48,50,261,263,217,217,44,46,0,0,0,0,808,832,166,36,73,57,0,173,36,80,57,0,4373.6,4402.9,29.2999999999993,777,6.427625,-12.39006,-3528.725744,3.110557,-6.304718,-77.6261079999992,5.617041,-6.016133,98.4903350000002,19.398056,-9.089233,14.304222
